"Worksheet exported from: C:\Users\agilent5100d2\Documents\Agilent\ICP Expert\My Results\2024\2024_10_08_Part III Bernardi Nepal spring water (SLRS6).esws"
"Instrument name","MY15110012"
"Software version","7.5.1.11869"
"Firmware version","5174"

"Label","Rack:Tube","Type","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration % RSD","Intensity SD","Intensity % RSD","%RSE","Weight","Volume","Dilution","Internal Standard","Calibration fit","Correlation coefficient","Background correction","%RSE limit","Calibration Coefficient [1]","Calibration Coefficient [2]","Calibration Coefficient [3]","LIMS ID","Customer","Customer Ref.","Sample Date Time","Sample Site","Description","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Concentration Replicate 4","Concentration Replicate 5","Concentration Replicate 6","Concentration Replicate 7","Concentration Replicate 8","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Intensity Replicate 4","Intensity Replicate 5","Intensity Replicate 6","Intensity Replicate 7","Intensity Replicate 8","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3","Flags Replicate 4","Flags Replicate 5","Flags Replicate 6","Flags Replicate 7","Flags Replicate 8"
"H","1:9","STD","08/10/2024 13:26:52","K 769.897","K R","","10.50508","10.50508","ppm","22234.37839","-","-","102.34898","0.46","","-","-","-","-","Linear","0.99938","Fitted","-","12620.8878111501","876.968369880503","-","","","","","","","8","10.50508","10.50508","10.50508","10.50508","10.50508","10.50508","10.50508","10.50508","22204.54137","22263.49498","22292.43829","22414.95672","22175.34298","22059.01055","22206.50170","22258.74056","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Li 670.783","Li Ax","","0.052388","0.052388","ppm","88247.632429","-","-","828.651099","0.94","1.484295","-","-","-","-","Quadratic","0.99994","Fitted","-","1357.76976608106","1304439.6947297","6271297.71179095","","","","","","","8","0.052388","0.052388","0.052388","0.052388","0.052388","0.052388","0.052388","0.052388","87786.844113","86780.737306","88475.415434","88474.166224","89077.498766","88591.512391","89259.855181","87535.030012","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Li 670.783","Li R","","0.052388","0.052388","ppm","8505.879625","-","-","29.841595","0.35","","-","-","-","-","Quadratic","1.00000","Fitted","-","3327.51993897327","98757.5451231892","2602.0693889223","","","","","","","8","0.052388","0.052388","0.052388","0.052388","0.052388","0.052388","0.052388","0.052388","8509.766574","8459.899091","8481.646722","8486.430539","8522.095994","8510.834389","8518.631395","8557.732293","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Mg 279.553","Mg Ax","","10.53400","10.53400","ppm","654631.64290","-","-","6576.55882","1.00","1.46198","-","-","-","-","Quadratic","0.99981","Fitted","-","21.0395698869902","73938.8497609914","-956.914333408869","","","","","","","8","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","655081.08234","639881.09703","659708.93828","658736.33567","659353.14436","654149.76744","658188.94556","651953.83248","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Mg 280.270","Mg Ax","","10.53400","10.53400","ppm","176834.68707","-","-","1117.74170","0.63","0.51031","-","-","-","-","Quadratic","0.99998","Fitted","-","9.50742365261399","18189.9362762593","-117.839377267174","","","","","","","8","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","175394.16082","175434.56261","176023.26720","176670.38159","177672.49241","178175.39169","177956.81412","177350.42616","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Mg 285.213","Mg Ax","","10.53400","10.53400","ppm","103270.41354","-","-","721.37548","0.70","0.33366","-","-","-","-","Quadratic","0.99999","Fitted","-","10.8369273454354","10044.6092685969","-17.6728593941734","","","","","","","8","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","102446.07451","102077.29074","103329.49302","103329.32737","103888.60555","103820.06764","104175.07689","103097.37256","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Mg 279.553","Mg R","","10.53400","10.53400","ppm","229758.21223","-","-","734.94117","0.32","0.44734","-","-","-","-","Quadratic","1.00000","Fitted","-","7.31993212686575","22222.4851248919","-32.604386252262","","","","","","","8","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","229165.07219","229703.29758","229331.67630","228833.40844","229849.95949","230367.94585","229643.47351","231170.86447","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Mg 280.270","Mg R","","10.53400","10.53400","ppm","57037.99494","-","-","187.87996","0.33","0.79244","-","-","-","-","Quadratic","1.00000","Fitted","-","7.17427700713529","5417.78884283436","1.49466281883804","","","","","","","8","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","56880.67508","57019.18290","56944.96758","56835.09831","57026.48479","57168.03460","56999.54386","57429.97239","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Mg 285.213","Mg R","","10.53400","10.53400","ppm","27714.53569","-","-","125.12025","0.45","0.82074","-","-","-","-","Quadratic","1.00000","Fitted","-","13.9590139868724","2599.69761114732","2.27863361992837","","","","","","","8","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","10.53400","27633.25577","27595.41392","27701.73496","27793.53768","27552.45052","27828.44463","27690.60132","27920.84674","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Mn 257.610","Mn Ax","","0.04991","0.04991","ppm","3668.90863","-","-","28.32202","0.77","0.99291","-","-","-","-","Quadratic","0.99998","Fitted","-","11.2323694521966","75928.7928818312","-38652.9177018758","","","","","","","8","0.04991","0.04991","0.04991","0.04991","0.04991","0.04991","0.04991","0.04991","3650.04006","3620.34084","3674.41349","3662.20980","3692.18259","3701.85345","3698.78786","3651.44095","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Mn 259.372","Mn Ax","","0.04991","0.04991","ppm","1349.64031","-","-","15.81268","1.17","0.91070","-","-","-","-","Quadratic","0.99999","Fitted","-","8.60871690976148","27753.552635105","-13186.3076143493","","","","","","","8","0.04991","0.04991","0.04991","0.04991","0.04991","0.04991","0.04991","0.04991","1337.26837","1330.62093","1336.87211","1360.09483","1341.98821","1373.54405","1367.87772","1348.85625","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Mn 257.610","Mn R","","0.04991","0.04991","ppm","940.74227","-","-","9.88818","1.05","2.03837","-","-","-","-","Quadratic","0.99999","Fitted","-","11.2393210527408","18781.9027431998","-409.73954196088","","","","","","","8","0.04991","0.04991","0.04991","0.04991","0.04991","0.04991","0.04991","0.04991","940.56757","930.16352","934.23505","926.24801","941.96350","949.23863","953.09568","950.42620","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Mn 259.372","Mn R","","0.04991","0.04991","ppm","353.10071","-","-","3.52766","1.00","2.80526","-","-","-","-","Quadratic","0.99999","Fitted","-","9.80759538801408","6893.67142952532","-11.0824465214973","","","","","","","8","0.04991","0.04991","0.04991","0.04991","0.04991","0.04991","0.04991","0.04991","350.03111","354.30866","358.57684","355.59441","347.59879","353.65617","350.42607","354.61366","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Na 568.821","Na Ax","","21.06943","21.06943","ppm","10092.73232","-","-","123.20530","1.22","5.27322","-","-","-","-","Rational","0.99978","Fitted","-","-13.2580611520384","425.029285817643","-0.00407351203085191","","","","","","","8","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","9997.78774","9951.16698","10166.69320","10015.73516","10181.79057","10123.09310","10310.48929","9995.10250","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Na 588.995","Na Ax","","21.06943","21.06943","ppm","3779587.96516","-","-","31838.36005","0.84","2.80746","-","-","-","-","Quadratic","0.99966","Fitted","-","6541.97480974545","152509.063596676","957.931600752279","","","","","","","8","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","3752259.63791","3722428.96710","3779618.91529","3773620.93328","3804403.47893","3789175.99958","3827210.65594","3787985.13321","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Na 589.592","Na Ax","","21.06943","21.06943","ppm","1994338.89667","-","-","18182.96737","0.91","2.89943","-","-","-","-","Quadratic","0.99966","Fitted","-","365.243557754824","73311.5983508814","906.463024215006","","","","","","","8","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","1978680.04266","1961757.95732","1994907.93450","1991308.05688","2009259.54603","1999283.53954","2021495.89270","1998018.20376","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Na 568.821","Na R","","21.06943","21.06943","ppm","1801.28502","-","-","38.29329","2.13","6.13799","-","-","-","-","Linear","0.99956","Fitted","-","95.0474913504045","82.3037568083545","-","","","","","","","8","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","1774.50090","1842.13083","1840.21212","1757.74914","1785.01551","1755.66641","1846.83773","1808.16751","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Na 588.995","Na R","","21.06943","21.06943","ppm","268061.71797","-","-","1244.40114","0.46","0.90892","-","-","-","-","Linear","0.99998","Fitted","-","7149.79150829128","12399.1787154995","-","","","","","","","8","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","268795.12836","265464.43412","268976.35241","269421.75220","268166.80995","267369.15682","267723.77811","268576.33176","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Na 589.592","Na R","","21.06943","21.06943","ppm","128740.77820","-","-","514.10304","0.40","1.59061","-","-","-","-","Linear","0.99999","Fitted","-","504.791547918868","6086.20861664908","-","","","","","","","8","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","21.06943","129113.91511","127767.79231","129019.48520","129425.39890","128775.64911","128341.16339","128572.75592","128910.06569","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","S 180.669","S Ax","","5.25845","5.25845","ppm","163.95663","-","-","2.31381","1.41","2.18151","-","-","-","-","Linear","0.99999","Fitted","-","4.17954337205854","30.5103474712412","-","","","","","","","8","5.25845","5.25845","5.25845","5.25845","5.25845","5.25845","5.25845","5.25845","163.51056","163.20687","163.55922","159.87564","165.89001","167.44114","162.67237","165.49720","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","S 181.972","S Ax","","5.25845","5.25845","ppm","430.28683","-","-","5.25065","1.22","2.06016","-","-","-","-","Linear","0.99994","Fitted","-","5.3982215484972","82.2525605584061","-","","","","","","","8","5.25845","5.25845","5.25845","5.25845","5.25845","5.25845","5.25845","5.25845","418.68373","430.20263","431.39314","430.07400","433.78702","433.23698","436.11162","428.80556","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","S 180.669","S R","","5.25845","5.25845","ppm","137.38969","-","-","3.19628","2.33","2.78005","-","-","-","-","Linear","0.99997","Fitted","-","3.5973069933641","25.7238836359572","-","","","","","","","8","5.25845","5.25845","5.25845","5.25845","5.25845","5.25845","5.25845","5.25845","138.14228","132.09671","142.06695","138.40146","134.05255","135.93367","138.95369","139.47024","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","S 181.972","S R","","5.25845","5.25845","ppm","363.54882","-","-","3.81538","1.05","2.45733","-","-","-","-","Linear","0.99995","Fitted","-","4.54444446779712","69.3747361565058","-","","","","","","","8","5.25845","5.25845","5.25845","5.25845","5.25845","5.25845","5.25845","5.25845","361.23039","364.83684","360.36194","370.08503","368.07998","359.29949","362.34168","362.15522","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Si 251.432","Si Ax","","20.93575","20.93575","ppm","2520.79199","-","-","23.40888","0.93","1.52419","-","-","-","-","Quadratic","0.99989","Fitted","-","5.18090180662725","127.962221633041","-0.276238043140026","","","","","","","8","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","2497.17054","2485.91811","2510.48321","2514.22626","2538.12126","2548.51888","2549.80063","2522.09705","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Si 251.611","Si Ax","","20.93575","20.93575","ppm","7195.72364","-","-","51.48377","0.72","1.83055","-","-","-","-","Quadratic","0.99985","Fitted","-","7.68891064967018","368.074966434895","-0.928336061451667","","","","","","","8","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","7165.85703","7094.40424","7199.06011","7198.22032","7230.19404","7251.37622","7248.50290","7178.17430","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Si 288.158","Si Ax","","20.93575","20.93575","ppm","42114.59529","-","-","334.66833","0.79","1.25742","-","-","-","-","Quadratic","0.99986","Fitted","-","231.875021462618","2140.44705339266","-4.95890201330917","","","","","","","8","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","41764.83937","41569.36401","42059.15461","42072.17496","42399.19611","42339.72094","42591.90842","42120.40393","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Si 251.432","Si R","","20.93575","20.93575","ppm","844.02730","-","-","7.96231","0.94","1.34232","-","-","-","-","Quadratic","0.99998","Fitted","-","6.69380300649277","40.660525216734","-0.0148907564137026","","","","","","","8","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","840.37733","836.47690","842.72012","835.62605","848.30729","858.49392","839.14060","851.07617","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Si 251.611","Si R","","20.93575","20.93575","ppm","2392.75966","-","-","15.28964","0.64","1.19874","-","-","-","-","Quadratic","0.99998","Fitted","-","5.20839004826985","116.770507101797","-0.0807838366973126","","","","","","","8","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","2375.75569","2371.70322","2400.66470","2394.45081","2379.41300","2404.61934","2401.76741","2413.70312","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Si 288.158","Si R","","20.93575","20.93575","ppm","12986.54753","-","-","60.04654","0.46","2.21167","-","-","-","-","Quadratic","0.99998","Fitted","-","29.294339070294","632.676177236701","-0.324522706382112","","","","","","","8","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","20.93575","12981.66738","12887.57501","13013.95594","12993.78239","12918.45730","13006.31067","13008.69690","13081.93468","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Sr 407.771","Sr Ax","","0.31862","0.31862","ppm","865813.15513","-","-","11065.13526","1.28","0.74680","-","-","-","-","Quadratic","0.99997","Fitted","-","86.6593913262245","2826920.30434119","-209167.01728777","","","","","","","8","0.31862","0.31862","0.31862","0.31862","0.31862","0.31862","0.31862","0.31862","857743.74448","847171.43354","876990.26916","865463.88751","876730.06055","868296.99558","876825.59957","857283.25064","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Sr 421.552","Sr Ax","","0.31862","0.31862","ppm","290063.98788","-","-","1946.48952","0.67","0.58086","-","-","-","-","Quadratic","0.99999","Fitted","-","19.8182195449016","943989.444493653","-88008.741178473","","","","","","","8","0.31862","0.31862","0.31862","0.31862","0.31862","0.31862","0.31862","0.31862","288378.20865","286955.29095","288807.80897","290151.20379","290330.06204","292416.14202","292521.34404","290951.84261","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Sr 407.771","Sr R","","0.31862","0.31862","ppm","184269.51961","-","-","555.43429","0.30","0.69468","-","-","-","-","Quadratic","0.99999","Fitted","-","137.024715623359","583228.407290482","-8312.7272603442","","","","","","","8","0.31862","0.31862","0.31862","0.31862","0.31862","0.31862","0.31862","0.31862","184447.49142","183505.75934","184740.45218","184843.26393","184022.88079","183786.86777","183828.85406","184980.58741","","","","","","","",""
"H","1:9","STD","08/10/2024 13:26:52","Sr 421.552","Sr R","","0.31862","0.31862","ppm","60511.43100","-","-","163.44221","0.27","1.01411","-","-","-","-","Quadratic","0.99999","Fitted","-","35.1161486847267","191641.848878724","-3642.24541511736","","","","","","","8","0.31862","0.31862","0.31862","0.31862","0.31862","0.31862","0.31862","0.31862","60476.05081","60258.46643","60598.31235","60680.77773","60523.46006","60340.29831","60469.54521","60744.53713","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Al 396.152","Al Ax","","0.09107","0.09107","ppm","1719.28534","-","-","17.85577","1.04","2.57368","-","-","-","-","Linear","0.99993","Fitted","-","41.1052654550838","18405.9052033298","-","","","","","","","8","0.09107","0.09107","0.09107","0.09107","0.09107","0.09107","0.09107","0.09107","1689.10423","1729.74888","1704.76378","1710.86534","1728.32605","1725.59958","1718.18478","1747.69006","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Al 396.152","Al R","","0.09107","0.09107","ppm","335.00215","-","-","15.54218","4.64","18.63100","-","-","-","-","Linear","0.99777","Fitted","-","52.016090499615","3060.8641198747","-","","","","","","","8","0.09107","0.09107","0.09107","0.09107","0.09107","0.09107","0.09107","0.09107","336.10458","363.66834","353.91847","321.60209","327.12310","326.94290","322.46657","328.19115","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ba 230.424","Ba Ax","","0.09357","0.09357","ppm","681.24051","-","-","4.36425","0.64","2.39949","-","-","-","-","Quadratic","1.00000","Fitted","-","6.04016786658082","7317.64977743282","-1067.4996588442","","","","","","","8","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","677.93434","685.85690","674.88767","681.54052","676.23906","684.31586","683.17341","685.97635","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ba 233.527","Ba Ax","","0.09357","0.09357","ppm","1813.08804","-","-","16.31525","0.90","2.68458","-","-","-","-","Quadratic","0.99999","Fitted","-","6.88435489569292","19838.6679755351","-6032.52706934861","","","","","","","8","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","1781.27932","1831.20985","1816.98717","1809.49115","1802.97531","1809.56861","1823.82456","1829.36835","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ba 455.403","Ba Ax","","0.09357","0.09357","ppm","135903.19980","-","-","693.91278","0.51","1.61707","-","-","-","-","Quadratic","0.99996","Fitted","-","203.494051712615","1521776.49055213","-834506.953322269","","","","","","","8","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","134989.29888","136062.99525","134969.95174","135444.69674","136047.67959","136787.02941","136495.08743","136428.85938","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ba 493.408","Ba Ax","","0.09357","0.09357","ppm","85429.39600","-","-","571.93887","0.67","1.26014","-","-","-","-","Quadratic","0.99996","Fitted","-","42.9980239818362","963123.28957605","-582596.720254958","","","","","","","8","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","84459.35539","85726.37108","84858.06479","84993.74418","85839.60646","85984.40048","85707.38526","85866.24038","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ba 230.424","Ba R","","0.09357","0.09357","ppm","128.67194","-","-","3.59090","2.79","","-","-","-","-","Quadratic","1.00000","Fitted","-","0.215422190034133","1450.76281276254","-832.286086644628","","","","","","","8","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","125.32262","127.93115","129.42094","125.65076","132.57350","134.20312","130.15971","124.11375","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ba 233.527","Ba R","","0.09357","0.09357","ppm","324.97598","-","-","4.38985","1.35","1.90653","-","-","-","-","Quadratic","0.99998","Fitted","-","4.54091994168925","3348.99205473925","791.151579392841","","","","","","","8","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","327.18570","323.22064","327.92674","320.12084","329.01130","317.53819","325.02799","329.77646","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ba 455.403","Ba R","","0.09357","0.09357","ppm","26679.67831","-","-","92.79675","0.35","1.33503","-","-","-","-","Quadratic","1.00000","Fitted","-","109.897182337006","289171.185408899","-57496.1493326165","","","","","","","8","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","26575.44775","26672.71365","26633.11266","26760.36767","26598.23437","26771.33081","26821.31880","26604.90075","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ba 493.408","Ba R","","0.09357","0.09357","ppm","16231.31277","-","-","59.58902","0.37","2.29612","-","-","-","-","Quadratic","0.99999","Fitted","-","42.1222310132016","174444.972639381","-16263.2099342793","","","","","","","8","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","0.09357","16184.57254","16167.24100","16182.47249","16298.86223","16247.29742","16320.67876","16265.23685","16184.14089","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ca 315.887","Ca Ax","","49.03875","49.03875","ppm","33790.08355","-","-","176.08448","0.52","1.93376","-","-","-","-","Quadratic","1.00000","Fitted","-","1.3778333314649","698.874435870667","-0.198766120997746","","","","","","","8","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","33425.43172","33812.58515","33727.27863","33702.26369","33901.23899","33964.35568","33831.77601","33955.73850","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ca 317.933","Ca Ax","","49.03875","49.03875","ppm","255947.98290","-","-","1249.66606","0.49","0.75447","-","-","-","-","Quadratic","0.99999","Fitted","-","18.9408567923787","5324.22144826598","-2.28210171540624","","","","","","","8","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","254228.80726","256007.96164","254234.92332","255600.69683","256050.26792","257734.80654","257002.60698","256723.79271","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ca 373.690","Ca Ax","","49.03875","49.03875","ppm","97762.38028","-","-","471.13684","0.48","0.75961","-","-","-","-","Quadratic","0.99999","Fitted","-","29.424735983457","1997.59874145655","-0.141244680785647","","","","","","","8","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","97074.83248","97820.67749","97074.52497","97849.13723","97761.74917","98377.43623","98190.80340","97949.88127","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ca 393.366","Ca Ax","","49.03875","49.03875","ppm","20122635.36908","-","-","130021.32725","0.65","","-","-","-","-","Quadratic","-","Fitted","-","-","-","-","","","","","","","8","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","20122732.96324","19985581.44083","20300757.42420","20074565.25234","20152769.17741","20315992.48938","19970943.12870","20057741.07656","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ca 396.847","Ca Ax","","--","--","ppm","-","-","-","-","N/A","0.57122","-","-","-","-","Quadratic","1.00000","Fitted","-","3448.40146402371","1419647.76922991","-13774.9329964044","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ca 422.673","Ca Ax","","49.03875","49.03875","ppm","2216377.01791","-","-","15469.20618","0.70","1.69870","-","-","-","-","Quadratic","0.99995","Fitted","-","7.42242408249922","46106.3567196018","-11.5292068610661","","","","","","","8","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","2190537.73357","2215180.88210","2210861.91160","2200002.48733","2235906.12569","2221363.07959","2227304.22825","2229859.69516","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ca 315.887","Ca R","","49.03875","49.03875","ppm","8175.64692","-","-","26.68777","0.33","0.80688","-","-","-","-","Quadratic","1.00000","Fitted","-","16.6593782458057","160.950772531773","0.108439929909739","","","","","","","8","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","8203.43471","8186.27445","8188.52260","8188.93441","8180.01625","8181.93976","8158.87061","8117.18259","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ca 317.933","Ca R","","49.03875","49.03875","ppm","61987.00867","-","-","111.92981","0.18","0.74055","-","-","-","-","Quadratic","0.99999","Fitted","-","12.8796598188703","1231.49691493322","0.686007778883365","","","","","","","8","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","62043.79063","61962.22004","61965.16423","62148.67424","61823.66795","62124.62810","61935.81924","61892.10492","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ca 373.690","Ca R","","49.03875","49.03875","ppm","24527.43088","-","-","69.44386","0.28","0.90604","-","-","-","-","Quadratic","1.00000","Fitted","-","23.4103675205786","485.551684535557","0.279551945854422","","","","","","","8","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","24546.74836","24596.55947","24482.04361","24627.44345","24439.64967","24545.16662","24545.02990","24436.80596","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ca 393.366","Ca R","","49.03875","49.03875","ppm","8730767.26069","-","-","132862.76676","1.52","0.98193","-","-","-","-","Quadratic","0.99998","Fitted","-","554.067464320084","208699.590077246","-614.125802902828","","","","","","","8","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","8863724.53905","8717248.11518","8779897.69648","8717107.29056","8849740.92656","8667395.01350","8802682.78481","8448341.71940","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ca 396.847","Ca R","","49.03875","49.03875","ppm","15354680.54116","-","-","270107.57923","1.76","1.16704","-","-","-","-","Quadratic","0.99998","Fitted","-","811.48874116379","334793.793529448","-393.158662810438","","","","","","","8","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","15603997.09768","15289979.23694","15492773.26540","15328879.22372","15589905.72723","15236887.69585","15514649.96038","14780372.12207","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Ca 422.673","Ca R","","49.03875","49.03875","ppm","151160.83358","-","-","823.98559","0.55","1.32149","-","-","-","-","Quadratic","0.99999","Fitted","-","34.0303802461447","3042.20437629971","0.703704082257161","","","","","","","8","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","49.03875","150422.07989","150272.03691","151172.93191","151810.73197","150981.59341","152562.97694","151726.12839","150338.18923","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Fe 234.350","Fe Ax","","0.09065","0.09065","ppm","300.60874","-","-","5.30180","1.76","1.27092","-","-","-","-","Quadratic","1.00000","Fitted","-","13.9253471704948","3200.66459421464","-424.590036014677","","","","","","","8","0.09065","0.09065","0.09065","0.09065","0.09065","0.09065","0.09065","0.09065","308.49632","297.58818","301.24244","296.03636","305.44044","303.98804","292.32498","299.75317","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Fe 238.204","Fe Ax","","0.09065","0.09065","ppm","512.65388","-","-","6.72846","1.31","3.81114","-","-","-","-","Quadratic","0.99998","Fitted","-","11.2504068966376","5916.22934679542","-4310.76331223745","","","","","","","8","0.09065","0.09065","0.09065","0.09065","0.09065","0.09065","0.09065","0.09065","508.76734","513.99214","498.79495","511.42691","518.46191","520.39424","513.20672","516.18684","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Fe 259.940","Fe Ax","","0.09065","0.09065","ppm","330.89548","-","-","4.26245","1.29","1.65307","-","-","-","-","Quadratic","0.99999","Fitted","-","10.8379232106356","3596.2108680021","-736.042014483246","","","","","","","8","0.09065","0.09065","0.09065","0.09065","0.09065","0.09065","0.09065","0.09065","335.91019","329.92366","330.00107","324.95154","326.21538","334.15864","336.43195","329.57141","","","","","","","",""
"I","1:10","STD","08/10/2024 13:32:21","Fe 234.350","Fe R","","0.09065","0.09065","ppm","77.20655","-","-","5.55452","7.19","","-","-","-","-","Quadratic","0.99999","Fitted","-","9.24046686536562","765.966733789575","-189.921291764447","","","","","","","8","0.09065","0.09065","0.09065","0.09065","0.09065","0.09065","0.09065","0.09065","71.63951","85.20134","71.85115","71.69548","81.40871","73.90922","79.37687","82.57009","","","","","","","",""
